0,1,2
GoodwillMember,,
GoodwillOnConsolidationSubsidiariesMember,,
GoodwillOnInvestmentsJointVenturesMember,,
BrandsAndTradeMarksMember,,
BrandsMember,,
TradeMarksMember,,
ComputerSoftwareMember,,
MastheadsAndPublishingTitlesMember,,
MiningRightsMember,,
CopyrightsPatentsAndOtherOperatingRightsMember,,
CopyrightsMember,,
PatentsMember,,
OtherIntellectualPropertyRightsMember,,
ServicesAndOperatingRightsMember,,
RecipesFormulaeModelsDesignsAndPrototypesMember,,
RecipesMember,,
FormulaeMember,,
ModelsMember,,
DesignsMember,,
PrototypesMember,,
LicensesAndFranchiseMember,,
LicensesMember,,
ExplorationLicenseMember,,
FranchiseMember,,
OtherIntangibleAssetsMember,,
KnowhowMember,,
CommercialContractualRightsMember,,
OtherIntangibleAssetsOthersMember,,
SubClassesOfIntangibleAssetsAxis,,
InternallyGeneratedAndOtherThanInternallyGeneratedIntangibleAssetsMember,,
InternallyGeneratedIntangibleAssetsMember,,
IntangibleAssetsOtherThanInternallyGeneratedMember,,
DisclosureOfAdditionalInformationIntangibleAssetsLineItems,,
UsefulLivesOrAmortizationRatesIntangibleAssets,,
DescriptionOfAmortizationMethodUsed,,
AmountOfReductionOrIncreaseToIntangibleAssetsDueToRevaluationOfAssetsOrReductionOfCapitalAsApplicableExplanatoryTextBlock,,
DateOfSuchReductionOrIncreaseToIntangibleAssetsExplanatoryTextBlock,,
DescriptionOfReasonsForPresumptionOfUsefulLifeOfIntangibleAssetsForMoreThan10Years,,
DescriptionOfFactorsThatPlayedSignificantRoleInDeterminingUsefulLifeOfMoreThan10Years,,
IntangibleAssetsRestrictionsOnTitleAbstract,,
CarryingAmountOfIntangibleAssetsRestrictionsOnTitle,,
DescriptionOfExistenceOfRestrictionsOnTitleIntangibleAssets,,
CarryingAmountOfIntangibleAssetsPledgedAsSecurity,,
ContractualCommitmentsForAcquisitionOfIntangibleAssets,,
DisclosureOfInformationOnMaterialIndividualIntangibleAssetsAbstract,,
DisclosureOfInformationOnMaterialIndividualIntangibleAssetsTable,,
MaterialIndividualIntangibleAssetsAxis,,
MaterialIndividualIntangibleAssetsMember,,
GoodwillMember,,
GoodwillOnConsolidationSubsidiariesMember,,
GoodwillOnInvestmentsJointVenturesMember,,
BrandsAndTradeMarksMember,,
BrandsMember,,
TradeMarksMember,,
ComputerSoftwareMember,,
MastheadsAndPublishingTitlesMember,,
MiningRightsMember,,
CopyrightsPatentsAndOtherOperatingRightsMember,,
CopyrightsMember,,
PatentsMember,,
OtherIntellectualPropertyRightsMember,,
ServicesAndOperatingRightsMember,,
RecipesFormulaeModelsDesignsAndPrototypesMember,,
RecipesMember,,
FormulaeMember,,
ModelsMember,,
DesignsMember,,
PrototypesMember,,
LicensesAndFranchiseMember,,
LicensesMember,,
ExplorationLicenseMember,,
FranchiseMember,,
OtherIntangibleAssetsMember,,
KnowhowMember,,
CommercialContractualRightsMember,,
OtherIntangibleAssetsOthersMember,,
DisclosureOfInformationOnMaterialIndividualIntangibleAssetsLineItems,,
DescriptionOfMaterialIntangibleAsset,,
CarryingAmountOfMaterialIntangibleAsset,,
RemainingAmortizationPeriodOfMaterialIntangibleAsset,,
AggregateAmountOfResearchAndDevelopmentExpenditureRecognisedAsExpense,,
DescriptionOfFullyAmortisedIntangibleAssetThatIsStillInUse,,
ShareIntangibleAssetsJointVenturesNet,,
[201200] Notes - Employee benefits,,
name,,
DisclosureOfEmployeeBenefitsExplanatoryTextBlock,This is mandatory field in case of current financial year and stand alone instance document only.,
DisclosureOfDefinedBenefitPlansAbstract,,
DisclosureOfDefinedBenefitPlansTable,,
DefinedBenefitPlansAxis,,
DefinedBenefitPlansMember,,
ForeignDefinedBenefitPlansMember,,
DomesticDefinedBenefitPlansMember,,
MultiemployerDefinedBenefitPlansMember,,
DefinedBenefitPlansCategoriesAxis,,
DisclosureOfDefinedBenefitPlansLineItems,,
DescriptionOfAccountingPolicyForDefinedBenefitPlans,,
DescriptionOfTypeOfPlan,,
ReconciliationOfChangesInPresentValueOfDefinedBenefitObligationAbstract,,
DefinedBenefitObligationAtPresentValue,,
ChangesInDefinedBenefitObligationAtPresentValueAbstract,,
IncreaseDecreaseThroughCurrentServiceCostDefinedBenefitObligationAtPresentValue,,
IncreaseDecreaseThroughInterestCostDefinedBenefitObligationAtPresentValue,,
AmalgamationsDefinedBenefitObligationAtPresentValue,,
DecreaseIncreaseThroughActuarialGainsLossesDefinedBenefitObligationAtPresentValue,,
ContributionsByPlanParticipantsDefinedBenefitObligationAtPresentValue,,
DecreaseThroughBenefitsPaidDefinedBenefitObligationAtPresentValue,,
IncreaseDecreaseThroughPastServiceCostDefinedBenefitObligationAtPresentValue,,
DecreaseIncreaseThroughCurtailmentsDefinedBenefitObligationAtPresentValue,,
DecreaseIncreaseThroughSettlementsDefinedBenefitObligationAtPresentValue,,
IncreaseDecreaseThroughNetExchangeDifferencesDefinedBenefitObligationAtPresentValue,,
ChangesInDefinedBenefitObligationAtPresentValue,,
DefinedBenefitObligationAtPresentValue,,
DefinedBenefitObligationArisingFromWhollyUnfundedPlans,,
DefinedBenefitObligationArisingFromWhollyOrPartlyFundedPlans,,
ReconciliationOfChangesInFairValueOfPlanAssetsAbstract,,
PlanAssetsAtFairValue,,
ChangesInPlanAssetsAtFairValueAbstract,,
IncreaseDecreaseThroughActuarialGainsLossesPlanAssetsAtFairValue,,
AmalgamationsPlanAssetsAtFairValue,,
IncreaseDecreaseThroughExpectedReturnPlanAssetsAtFairValue,,
DecreaseThroughBenefitsPaidPlanAssetsAtFairValue,,
IncreaseDecreaseThroughContributionsByPlanParticipantsPlanAssetsAtFairValue,,
IncreaseDecreaseThroughContributionsByEmployerPlanAssetsAtFairValue,,
IncreaseDecreaseThroughNetExchangeDifferencesPlanAssetsAtFairValue,,
DecreaseIncreaseThroughSettlementsPlanAssetsAtFairValue,,
ChangesInPlanAssetsAtFairValue,,
PlanAssetsAtFairValue,,
ReimbursementRightsAtFairValue,,
ChangesInReimbursementRightsAtFairValueAbstract,,
IncreaseDecreaseThroughActuarialGainsLossesReimbursementRightsAtFairValue,,
AmalgamationsReimbursementRightsAtFairValue,,
IncreaseDecreaseThroughExpectedReturnReimbursementRightsAtFairValue,,
DecreaseThroughBenefitsPaidReimbursementRightsAtFairValue,,
IncreaseDecreaseThroughContributionsByPlanParticipantsReimbursementRightsAtFairValue,,
IncreaseDecreaseThroughContributionsByEmployerReimbursementRightsAtFairValue,,
IncreaseDecreaseThroughNetExchangeDifferencesReimbursementRightsAtFairValue,,
DecreaseIncreaseThroughSettlementsReimbursementRightsAtFairValue,,
ChangesInReimbursementRightsAtFairValue,,
ReimbursementRightsAtFairValue,,
RecognisedAssetsAndLiabilitiesOfDefinedBenefitPlansAbstract,,
RecognisedLiabilitiesDefinedBenefitPlan,,
RecognisedAssetsDefinedBenefitPlan,,
LiabilityAssetOfDefinedBenefitPlans,,
ReconciliationOfLiabilityAssetOfDefinedBenefitPlansAbstract,,
DefinedBenefitObligationAtPresentValue,,
PlanAssetsAtFairValue,,
ReimbursementRightsAtFairValue,,
UnrecognisedPastServiceCostNegativePastServiceCost,,
UnrecognisedAssetsOfDefinedBenefitPlans,,
OtherAmountsRecognisedForDefinedBenefitPlans,,
LiabilityAssetOfDefinedBenefitPlans,,
RecognisedExpenseOfDefinedBenefitPlansAbstract,,
CurrentServiceCostDefinedBenefitPlan,,
InterestCostDefinedBenefitPlan,,
ExpectedReturnOnPlanAssetsDefinedBenefitPlan,,
ExpectedReturnOnRecognisedAssetsForReimbursementRightDefinedBenefitPlan,,
ActuarialGainsLossesRecognisedInProfitOrLossDefinedBenefitPlan,,
PastServiceCostRecognisedInProfitOrLossDefinedBenefitPlan,,
EffectOfCurtailmentAndSettlementRecognisedInProfitOrLossDefinedBenefitPlan,,
EffectsOfLimitInAS15Paragraph59B,,
PostemploymentBenefitExpenseDefinedBenefitPlans,,
DescriptionOfLineItemsInStatementOfProfitAndLossInWhichExpenseOfDefinedBenefitPlansIsRecognised,,
DescriptionOfPercentageOrAmountWhichEachMajorCategoryContributesToFairValueOfTotalPlanAssetsTextBlock,,
EquityInstrumentsAmountContributedToFairValueOfPlanAssets,,
DebtInstrumentsAmountContributedToFairValueOfPlanAssets,,
PropertyAmountContributedToFairValueOfPlanAssets,,
OtherAssetsAmountContributedToFairValueOfPlanAssets,,
EquityInstrumentsPercentageContributedToFairValueOfPlanAssets,,
DebtInstrumentsPercentageContributedToFairValueOfPlanAssets,,
PropertyPercentageContributedToFairValueOfPlanAssets,,
OtherAssetsPercentageContributedToFairValueOfPlanAssets,,
AmountsOfEnterprisesOwnFinancialInstrumentsIncludedInFairValueOfPlanAssets,,
AmountsOfPropertyOccupiedByEnterpriseIncludedInFairValueOfPlanAssets,,
AmountsOfOtherAssetsUsedByEnterpriseIncludedInFairValueOfPlanAssets,,
DescriptionOfBasisUsedToDetermineExpectedRateOfReturnOnAssets,,
ActualReturnOnPlanAssetsAndReimbursementRightRecognisedAsAssetAbstract,,
ActualReturnOnPlanAssetsRecognisedAsAsset,,
ActualReturnOnReimbursementRightRecognisedAsAsset,,
ActualReturnOnPlanAssetsAndReimbursementRightRecognisedAsAsset,,
ActuarialAssumptionAbstract,,
ActuarialAssumptionOfDiscountRates,,
ActuarialAssumptionOfExpectedRatesOfReturnOnPlanAssets,,
ActuarialAssumptionOfExpectedRatesOfReturnOnReimbursementRightRecognisedAsAsset,,
ActuarialAssumptionOfExpectedRatesOfSalaryIncreases,,
ActuarialAssumptionOfMedicalCostTrendRates,,
OtherMaterialActuarialAssumptions,,
AssertionOnFutureSalaryIncreases,,
ExperienceAdjustmentsOnPlanAssetsAndPlanLiabilitiesAbstract,,
DefinedBenefitObligationAtPresentValue,,
PlanAssetsAtFairValue,,
SurplusDeficitInPlan,,
ExperienceAdjustmentsOnPlanLiabilities,,
ExperienceAdjustmentsOnPlanAssets,,
PercentageOfExperienceAdjustmentsOnPlanLiabilities,,
PercentageOfExperienceAdjustmentsOnPlanAssets,,
EstimateOfContributionsExpectedToBePaidToPlan,,
EffectOfIncreaseOrDecreaseOfOnePercentagePointInMedicalCostTrendRatesAbstract,,
EffectOfIncreaseOfOnePercentagePointAggregateCurrentServiceCostAndInterestCost,,
EffectOfDecreaseOfOnePercentagePointAggregateCurrentServiceCostAndInterestCost,,
EffectOfIncreaseOfOnePercentagePointAccumulatedPostemploymentBenefitObligationForMedicalCosts,,
EffectOfDecreaseOfOnePercentagePointAccumulatedPostemploymentBenefitObligationForMedicalCosts,,
DescriptionOfFactThatMultiemployerPlanIsDefinedBenefitPlanButAccountedAsDefinedContributionPlan,,
DescriptionOfReasonWhySufficientInformationIsNotAvailableToAccountForMultiemployerPlanAsDefinedBenefitPlan,,
DescriptionOfInformationAboutSurplusOrDeficitOfMultiemployerPlan,,
DescriptionOfBasisUsedToDetermineSurplusOrDeficitOfMultiemployerPlan,,
DescriptionOfImplicationsOfSurplusOrDeficitOnMultiemployerPlanForEnterprise,,
DescriptionOfRelatedPartyTransactionsInRelationToPostemploymentBenefitPlansAbstract,,
InformationAboutRelatedPartyTransactionsWithPostemploymentBenefitPlans,,
InformationAboutPostemploymentBenefitsForKeyManagementPersonnel,,
DetailsOnTerminationBenefitsAbstract,,
DescriptionOfNatureOfObligationTerminationBenefitsContingentLiability,,
DescriptionOfInformationAboutTerminationBenefitsForKeyManagementPersonnel,,
DescriptionOfNatureOfTerminationBenefitsExpense,,
TerminationBenefitsExpense,,
DescriptionOfInformationShortTermEmployeeBenefitsForKeyManagementPersonnel,,
DetailsOfDefinedContributionPlansAbstract,,
AmountRecognisedAsExpenseForDefinedContributionPlans,,
DescriptionOfInformationOnDefinedContributionPlansForKeyManagementPersonnel,,
[201300] Notes - Segments,,
name,,
DisclosureOfEnterprisesReportableSegmentsExplanatoryTextBlock,,
DescriptionOfFactThatThereIsOnlyOneBusinessSegmentAndOneGeographicSegment,,
DescriptionOfBasisOfAccountingAndChangesInBasisForTransactionsBetweenReportableSegments,,
DescriptionOfNatureOfChangesFromPriorPeriodsInAccountingPoliciesOnReportedSegmentAbstract,,
NatureOfChangesFromPriorPeriodsInAccountingPoliciesOnReportedSegment,,
FinancialEffectOfChangesFromPriorPeriodsInAccountingPoliciesOnReportedSegment,,
DisclosureOfReportableSegmentsAbstract,,
DisclosureOfPrimaryReportableSegmentsAbstract,,
DisclosureOfPrimaryReportableSegmentsTable,,
EnterprisesPrimaryReportableSegmentsAxis,,
EnterprisesPrimaryReportableSegmentsMember,,
PrimaryReportableSegmentsMember,,
PrimaryReportableSegments1Member,,
PrimaryReportableSegments2Member,,
PrimaryReportableSegments3Member,,
PrimaryReportableSegments4Member,,
PrimaryReportableSegments5Member,,
PrimaryReportableSegments6Member,,
PrimaryReportableSegments7Member,,
PrimaryReportableSegments8Member,,
PrimaryReportableSegments9Member,,
PrimaryReportableSegments10Member,,
PrimaryReportableSegments11Member,,
PrimaryReportableSegments12Member,,
PrimaryReportableSegments13Member,,
PrimaryReportableSegments14Member,,
PrimaryReportableSegments15Member,,
PrimaryReportableSegments16Member,,
PrimaryReportableSegments17Member,,
PrimaryReportableSegments18Member,,
PrimaryReportableSegments19Member,,
PrimaryReportableSegments20Member,,
MaterialReconcilingItemsForPrimaryReportableSegmentsMember,,
EliminationOfPrimaryIntersegmentAmountsMember,,
UnallocatedPrimarySegmentAmountsMember,,
DisclosureOfPrimaryReportableSegmentsLineItems,,
NatureOfPrimaryReportableSegment,,
RevenuePrimaryReportableSegment,,
RevenuesFromTransactionsWithOtherReportableSegmentsOfSameEnterprisePrimaryReportableSegment,,
RevenuesFromExternalCustomersAndTransactionsWithOtherReportableSegmentsOfSameEnterprisePrimaryReportableSegment,,
SegmentResultPrimaryReportableSegment,,
AssetsPrimaryReportableSegment,,
LiabilitiesPrimaryReportableSegment,,
CostIncurredToAcquireTangibleAndIntangibleAssetsPrimaryReportableSegmentAbstract,,
CostIncurredToAcquireTangibleAssetsPrimaryReportableSegment,,
CostIncurredToAcquireIntangibleAssetsPrimaryReportableSegment,,
CostIncurredToAcquireTangibleAndIntangibleAssetsPrimaryReportableSegment,,
DepreciationAndAmortisationExpensePrimaryReportableSegment,,
NoncashItemsOtherThanDepreciationAndAmortizationIncludedInArrivingAtSegmentResultsPrimaryReportableSegment,,
CashFlowsFromUsedInOperatingActivitiesPrimaryReportableSegment,,
CashFlowsFromUsedInInvestingActivitiesPrimaryReportableSegment,,
CashFlowsFromUsedInFinancingActivitiesPrimaryReportableSegment,,
DescriptionOfMaterialReconcilingItemsPrimaryReportableSegment,,
DescriptionOfFactThatSegmentResultHasBeenArrivedAtAfterConsideringInterestAsPerAS16BorrowingCostPrimaryReportableSegment,,
DescriptionOfTypesOfProductsAndServicesIncludedInEachReportedSegmentPrimaryReportableSegment,,
DescriptionOfCompositionOfGeographySegmentsIncludedInEachReportedSegmentPrimaryReportableSegment,,
DisclosureOfSecondaryReportableSegmentsAbstract,,
DisclosureOfSecondaryReportableSegmentsTable,,
EnterprisesSecondaryReportableSegmentsAxis,,
EnterprisesSecondaryReportableSegmentsMember,,
SecondaryReportableSegmentsMember,,
SecondaryReportableSegments1Member,,
SecondaryReportableSegments2Member,,
SecondaryReportableSegments3Member,,
SecondaryReportableSegments4Member,,
SecondaryReportableSegments5Member,,
SecondaryReportableSegments6Member,,
SecondaryReportableSegments7Member,,
SecondaryReportableSegments8Member,,
SecondaryReportableSegments9Member,,
SecondaryReportableSegments10Member,,
SecondaryReportableSegments11Member,,
SecondaryReportableSegments12Member,,
SecondaryReportableSegments13Member,,
SecondaryReportableSegments14Member,,
SecondaryReportableSegments15Member,,
SecondaryReportableSegments16Member,,
SecondaryReportableSegments17Member,,
SecondaryReportableSegments18Member,,
SecondaryReportableSegments19Member,,
SecondaryReportableSegments20Member,,
MaterialReconcilingItemsForSecondaryReportableSegmentsMember,,
EliminationOfSecondaryIntersegmentAmountsMember,,
UnallocatedSecondarySegmentAmountsMember,,
DisclosureOfSecondaryReportableSegmentsLineItems,,
NatureOfSecondaryReportableSegment,,
RevenueSecondaryReportableSegment,,
RevenuesFromTransactionsWithOtherReportableSegmentsOfSameEnterpriseSecondaryReportableSegment,,
RevenuesFromExternalCustomersAndTransactionsWithOtherReportableSegmentsOfSameEnterpriseSecondaryReportableSegment,,
SegmentResultSecondaryReportableSegment,,
AssetsSecondaryReportableSegment,,
LiabilitiesSecondaryReportableSegment,,
CostIncurredToAcquireTangibleAndIntangibleAssetsSecondaryReportableSegmentAbstract,,
CostIncurredToAcquireTangibleAssetsSecondaryReportableSegment,,
CostIncurredToAcquireIntangibleAssetsSecondaryReportableSegment,,
CostIncurredToAcquireTangibleAndIntangibleAssetsSecondaryReportableSegment,,
DepreciationAndAmortisationExpenseSecondaryReportableSegment,,
NoncashItemsOtherThanDepreciationAndAmortizationIncludedInArrivingAtSegmentResultsSecondaryReportableSegment,,
CashFlowsFromUsedInOperatingActivitiesSecondaryReportableSegment,,
CashFlowsFromUsedInInvestingActivitiesSecondaryReportableSegment,,
CashFlowsFromUsedInFinancingActivitiesSecondaryReportableSegment,,
DescriptionOfMaterialReconcilingItemsSecondaryReportableSegment,,
DescriptionOfFactThatSegmentResultHasBeenArrivedAtAfterConsideringInterestAsPerAS16BorrowingCostSecondaryReportableSegment,,
DescriptionOfTypesOfProductsAndServicesIncludedInEachReportedSegmentSecondaryReportableSegment,,
DescriptionOfCompositionOfGeographySegmentsIncludedInEachReportedSegmentSecondaryReportableSegment,,
AdditionalGeographicalDisclosureOfRevenueFromCustomersBasedOnCustomerLocationAbstract,,
AdditionalGeographicalDisclosureOfRevenueFromCustomersBasedOnCustomerLocationTable,,
GeographicalDisclosureOfRevenueFromCustomersBasedOnCustomerLocationAxis,,
GeographicalDisclosureOfRevenueFromCustomersBasedOnCustomerLocationLineItems,,
DescriptionOfRevenueFromExternalCustomersBasedOnCustomerLocation,,
RevenueFromExternalCustomers,,
AdditionalGeographicalDisclosureOfDetailsOnAssetsBasedOnLocationOfAssetsAbstract,,
AdditionalGeographicalDisclosureOfDetailsOnAssetsBasedOnLocationOfAssetsTable,,
GeographicalDisclosureOfDetailsOnAssetsBasedOnLocationOfAssetsAxis,,
GeographicalDisclosureOfDetailsOnAssetsBasedOnLocationOfAssetsLineItems,,
DescriptionOfSegmentAssetsBasedOnLocationOfAssets,,
SegmentAssetsBasedOnLocationOfAssets,,
CostIncurredToAcquireTangibleAndIntangibleAssetsBasedOnLocationOfAssetsAbstract,,
CostIncurredToAcquireTangibleAssetsBasedOnLocationOfAssets,,
CostIncurredToAcquireIntangibleAssetsBasedOnLocationOfAssets,,
CostIncurredToAcquireTangibleAndIntangibleAssetsBasedOnLocationOfAssets,,
[201400] Notes - Leases,,
name,,
DisclosureOfLeasesExplanatoryTextBlock,,
DisclosureOfFinanceLeaseAndOperatingLeaseByLesseeAbstract,,
DisclosureOfFinanceLeaseByLesseeAbstract,,
DisclosureOfMinimumFinanceLeasePaymentsAndPresentValueByLesseeAbstract,,
DisclosureOfMinimumFinanceLeasePaymentsAndPresentValueByLesseeTable,,
MaturityAxis,,
AggregatedTimeBandsMember,,
NotLaterThanOneYearMember,,
LaterThanOneYearAndNotLaterThanFiveYearsMember,,
LaterThanFiveYearsMember,,
DisclosureOfFinanceLeaseByLesseeLineItems,,
MinimumFinanceLeasePaymentsPayable,,
MinimumFinanceLeasePaymentsPayableAtPresentValue,,
FutureFinanceChargeOnFinanceLease,,
ContingentRentsRecognisedAsExpenseClassifiedAsFinanceLease,,
ExpectedFutureMinimumSubleasePaymentsReceivableUnderNonCancellableSubleasesClassifiedAsFinanceLease,,
DescriptionOfSignificantLeasingArrangementsByLesseeClassifiedAsFinanceLeaseAbstract,,
